pattern,membership_queries,equivalence_queries
((b|(a|(a|(a|(a|b)))))*),3,1
((b|(a|(a|(a|(b|a)))))*),3,1
((b|(a|(a|(a|(b|b)))))*),3,1
((b|(a|(a|(b|(a|a)))))*),3,1
((b|(a|(a|(b|(a|b)))))*),3,1
((b|(a|(a|(b|(b|a)))))*),3,1
((b|(a|(a|(b|(b|b)))))*),3,1
((b|(a|(b|(a|(a|a)))))*),3,1
((b|(a|(b|(a|(a|b)))))*),3,1
((b|(a|(b|(a|(b|a)))))*),3,1
((b|(a|(b|(a|(b|b)))))*),3,1
((b|(a|(b|(b|(a|a)))))*),3,1
((b|(a|(b|(b|(a|b)))))*),3,1
((b|(a|(b|(b|(b|a)))))*),3,1
((b|(a|(b|(b|(b|b)))))*),3,1
((b|(a|(a(a*))))*),3,1
((b|(a|(a(b*))))*),3,1
((b|(a|(b(a*))))*),3,1
((b|(a|(b(b*))))*),3,1
((b|(a|((a*)a)))*),3,1
((b|(a|((a*)b)))*),3,1
((b|(a|((b*)a)))*),3,1
((b|(a|((b*)b)))*),3,1
((b|(a|((a|a)*)))*),3,1
((b|(a|((a|b)*)))*),3,1
((b|(a|((b|a)*)))*),3,1
((b|(a|((b|b)*)))*),3,1
((b|(a|(a*)|(a*)))*),3,1
((b|(a|(a*)|(b*)))*),3,1
((b|(a|(b*)|(a*)))*),3,1
((b|(a|(b*)|(b*)))*),3,1
((b|(b|(a|(a|(a|a)))))*),3,1
((b|(b|(a|(a|(a|b)))))*),3,1
((b|(b|(a|(a|(b|a)))))*),3,1
((b|(b|(a|(a|(b|b)))))*),3,1
((b|(b|(a|(b|(a|a)))))*),3,1
((b|(b|(a|(b|(a|b)))))*),3,1
((b|(b|(a|(b|(b|a)))))*),3,1
((b|(b|(a|(b|(b|b)))))*),3,1
((b|(b|(b|(a|(a|a)))))*),3,1
((b|(b|(b|(a|(a|b)))))*),3,1
((b|(b|(b|(a|(b|a)))))*),3,1
((b|(b|(b|(a|(b|b)))))*),3,1
((b|(b|(b|(b|(a|a)))))*),3,1
((b|(b|(b|(b|(a|b)))))*),3,1
((b|(b|(b|(b|(b|a)))))*),3,1
((b|(b|(b|(b|(b|b)))))*),5,1
((b|(b|(a(a*))))*),3,1
((b|(b|(a(b*))))*),3,1
((b|(b|(b(a*))))*),18,2
((b|(b|(b(b*))))*),5,1
((b|(b|((a*)a)))*),3,1
((b|(b|((a*)b)))*),5,1
((b|(b|((b*)a)))*),3,1
((b|(b|((b*)b)))*),5,1
((b|(b|((a|a)*)))*),3,1
((b|(b|((a|b)*)))*),3,1
((b|(b|((b|a)*)))*),3,1
((b|(b|((b|b)*)))*),5,1
((b|(b|(a*)|(a*)))*),3,1
((b|(b|(a*)|(b*)))*),3,1
((b|(b|(b*)|(a*)))*),3,1
((b|(b|(b*)|(b*)))*),5,1
((b|((a|a)a))*),18,2
((b|((a|a)b))*),18,2
((b|((a|b)a))*),22,2
((b|((a|b)b))*),18,2
((b|((b|a)a))*),22,2
((b|((b|a)b))*),18,2
((b|((b|b)a))*),18,2
((b|((b|b)b))*),5,1
((b|(a(a|a)))*),18,2
((b|(a(a|b)))*),5,1
((b|(a(b|a)))*),5,1
((b|(a(b|b)))*),18,2
((b|(b(a|a)))*),18,2
((b|(b(a|b)))*),18,2
((b|(b(b|a)))*),18,2
((b|(b(b|b)))*),5,1
((b|(a(aa)))*),45,3
((b|(a(ab)))*),45,3
((b|(a(ba)))*),45,3
((b|(a(bb)))*),45,3
((b|(b(aa)))*),33,2
((b|(b(ab)))*),33,2
((b|(b(ba)))*),33,2
((b|(b(bb)))*),5,1
((b|((a|(a|a))*))*),3,1
((b|((a|(a|b))*))*),3,1
((b|((a|(b|a))*))*),3,1
((b|((a|(b|b))*))*),3,1
((b|((b|(a|a))*))*),3,1
((b|((b|(a|b))*))*),3,1
((b|((b|(b|a))*))*),3,1
((b|((b|(b|b))*))*),5,1
((b|(((a*)|(a*))*))*),3,1
((b|(((a*)|(b*))*))*),3,1
((b|(((b*)|(a*))*))*),3,1
((b|(((b*)|(b*))*))*),5,1
((b|((a(a*))*))*),3,1
((b|((a(b*))*))*),3,1
((b|((b(a*))*))*),18,2
((b|((b(b*))*))*),5,1
((b|(((a*)a)*))*),3,1
((b|(((a*)b)*))*),5,1
((b|(((b*)a)*))*),3,1
((b|(((b*)b)*))*),5,1
(((aa)|(aa))*),18,2
(((aa)|(ab))*),18,2
(((aa)|(ba))*),22,2
(((aa)|(bb))*),39,3
(((ab)|(aa))*),18,2
(((ab)|(ab))*),18,2
(((ab)|(ba))*),39,3
(((ab)|(bb))*),22,2
(((ba)|(aa))*),22,2
(((ba)|(ab))*),39,3
(((bb)|(aa))*),39,3
(((bb)|(ab))*),22,2
((((a*)(a*))|(a*))*),5,1
((((a*)(a*))|(b*))*),3,1
((((a*)(b*))|(a*))*),3,1
((((a*)(b*))|(b*))*),3,1
((((b*)(a*))|(a*))*),3,1
((((b*)(a*))|(b*))*),3,1
((((b*)(b*))|(a*))*),3,1
((((b*)(b*))|(b*))*),5,1
((((a|a)*)|((a|a)*))*),5,1
((((a|a)*)|((a|b)*))*),3,1
((((a|a)*)|((b|a)*))*),3,1
((((a|a)*)|((b|b)*))*),3,1
((((a|a)*)|(a*)|(a*))*),5,1
((((a|a)*)|(a*)|(b*))*),3,1
((((a|a)*)|(b*)|(a*))*),3,1
((((a|a)*)|(b*)|(b*))*),3,1
((((a|b)*)|((a|a)*))*),3,1
((((a|b)*)|((a|b)*))*),3,1
((((a|b)*)|((b|a)*))*),3,1
((((a|b)*)|((b|b)*))*),3,1
((((a|b)*)|(a*)|(a*))*),3,1
((((a|b)*)|(a*)|(b*))*),3,1
((((a|b)*)|(b*)|(a*))*),3,1
((((a|b)*)|(b*)|(b*))*),3,1
((((a|(a*))*)|(a*))*),5,1
((((a|(a*))*)|(b*))*),3,1
((((a|(b*))*)|(a*))*),3,1
((((a|(b*))*)|(b*))*),3,1
((((b|a)*)|((a|a)*))*),3,1
((((b|a)*)|((a|b)*))*),3,1
((((b|a)*)|((b|a)*))*),3,1
((((b|a)*)|((b|b)*))*),3,1
((((b|a)*)|(a*)|(a*))*),3,1
((((b|a)*)|(a*)|(b*))*),3,1
((((b|a)*)|(b*)|(a*))*),3,1
((((b|a)*)|(b*)|(b*))*),3,1
((((b|b)*)|((a|a)*))*),3,1
((((b|b)*)|((a|b)*))*),3,1
((((b|b)*)|((b|a)*))*),3,1
((((b|b)*)|((b|b)*))*),5,1
((((b|b)*)|(a*)|(a*))*),3,1
((((b|b)*)|(a*)|(b*))*),3,1
((((b|b)*)|(b*)|(a*))*),3,1
((((b|b)*)|(b*)|(b*))*),5,1
((((b|(a*))*)|(a*))*),3,1
((((b|(a*))*)|(b*))*),3,1
((((b|(b*))*)|(a*))*),3,1
((((b|(b*))*)|(b*))*),5,1
(((a*)|((a|(a*))*))*),5,1
(((a*)|((a|(b*))*))*),3,1
(((a*)|((b|(a*))*))*),3,1
(((a*)|((b|(b*))*))*),3,1
(((a*)|(((a*)(a*))*))*),5,1
(((a*)|(((a*)(b*))*))*),3,1
(((a*)|(((b*)(a*))*))*),3,1
(((a*)|(((b*)(b*))*))*),3,1
(((a*)|((a|a)*)|(a*))*),5,1
(((a*)|((a|a)*)|(b*))*),3,1
(((a*)|((a|b)*)|(a*))*),3,1
(((a*)|((a|b)*)|(b*))*),3,1
(((a*)|((b|a)*)|(a*))*),3,1
(((a*)|((b|a)*)|(b*))*),3,1
(((a*)|((b|b)*)|(a*))*),3,1
(((a*)|((b|b)*)|(b*))*),3,1
(((a*)|(a*)|((a|a)*))*),5,1
(((a*)|(a*)|((a|b)*))*),3,1
(((a*)|(a*)|((b|a)*))*),3,1
(((a*)|(a*)|((b|b)*))*),3,1
(((a*)|(a*)|(a*)|(a*))*),5,1
(((a*)|(a*)|(a*)|(b*))*),3,1
(((a*)|(a*)|(b*)|(a*))*),3,1
(((a*)|(a*)|(b*)|(b*))*),3,1
(((a*)|(b*)|((a|a)*))*),3,1
(((a*)|(b*)|((a|b)*))*),3,1
(((a*)|(b*)|((b|a)*))*),3,1
(((a*)|(b*)|((b|b)*))*),3,1
(((a*)|(b*)|(a*)|(a*))*),3,1
(((a*)|(b*)|(a*)|(b*))*),3,1
(((a*)|(b*)|(b*)|(a*))*),3,1
(((a*)|(b*)|(b*)|(b*))*),3,1
(((b*)|((a|(a*))*))*),3,1
(((b*)|((a|(b*))*))*),3,1
(((b*)|((b|(a*))*))*),3,1
(((b*)|((b|(b*))*))*),5,1
(((b*)|(((a*)(a*))*))*),3,1
(((b*)|(((a*)(b*))*))*),3,1
(((b*)|(((b*)(a*))*))*),3,1
(((b*)|(((b*)(b*))*))*),5,1
(((b*)|((a|a)*)|(a*))*),3,1
(((b*)|((a|a)*)|(b*))*),3,1
(((b*)|((a|b)*)|(a*))*),3,1
(((b*)|((a|b)*)|(b*))*),3,1
(((b*)|((b|a)*)|(a*))*),3,1
(((b*)|((b|a)*)|(b*))*),3,1
(((b*)|((b|b)*)|(a*))*),3,1
(((b*)|((b|b)*)|(b*))*),5,1
(((b*)|(a*)|((a|a)*))*),3,1
(((b*)|(a*)|((a|b)*))*),3,1
(((b*)|(a*)|((b|a)*))*),3,1
(((b*)|(a*)|((b|b)*))*),3,1
(((b*)|(a*)|(a*)|(a*))*),3,1
(((b*)|(a*)|(a*)|(b*))*),3,1
(((b*)|(a*)|(b*)|(a*))*),3,1
(((b*)|(a*)|(b*)|(b*))*),3,1
(((b*)|(b*)|((a|a)*))*),3,1
(((b*)|(b*)|((a|b)*))*),3,1
(((b*)|(b*)|((b|a)*))*),3,1
(((b*)|(b*)|((b|b)*))*),5,1
(((b*)|(b*)|(a*)|(a*))*),3,1
(((b*)|(b*)|(a*)|(b*))*),3,1
(((b*)|(b*)|(b*)|(a*))*),3,1
(((b*)|(b*)|(b*)|(b*))*),5,1
(((((a*)(a*))*)|(a*))*),5,1
(((((a*)(a*))*)|(b*))*),3,1
(((((a*)(b*))*)|(a*))*),3,1
(((((a*)(b*))*)|(b*))*),3,1
(((((b*)(a*))*)|(a*))*),3,1
(((((b*)(a*))*)|(b*))*),3,1
(((((b*)(b*))*)|(a*))*),3,1
(((((b*)(b*))*)|(b*))*),5,1
(((a|a)((a|a)*))*),5,1
(((a|a)((a|b)*))*),18,2
(((a|a)((b|a)*))*),18,2
(((a|a)((b|b)*))*),18,2
(((a|b)((a|a)*))*),3,1
(((a|b)((a|b)*))*),3,1
(((a|b)((b|a)*))*),3,1
(((a|b)((b|b)*))*),3,1
(((a|(a|(a|a)))a)*),18,2
(((a|(a|(a|a)))b)*),18,2
(((a|(a|(a|b)))a)*),22,2
(((a|(a|(a|b)))b)*),22,2
(((a|(a|(b|a)))a)*),22,2
(((a|(a|(b|a)))b)*),22,2
(((a|(a|(b|b)))a)*),22,2
(((a|(a|(b|b)))b)*),22,2
(((a|(b|(a|a)))a)*),22,2
(((a|(b|(a|a)))b)*),22,2
(((a|(b|(a|b)))a)*),22,2
(((a|(b|(a|b)))b)*),22,2
(((a|(b|(b|a)))a)*),22,2
(((a|(b|(b|a)))b)*),22,2
(((a|(b|(b|b)))a)*),22,2
(((a|(b|(b|b)))b)*),22,2
(((a|(a*))(a*))*),5,1
(((a|(a*))(b*))*),3,1
(((a|(b*))(a*))*),3,1
(((a|(b*))(b*))*),3,1
(((b|a)((a|a)*))*),3,1
(((b|a)((a|b)*))*),3,1
(((b|a)((b|a)*))*),3,1
(((b|a)((b|b)*))*),3,1
(((b|b)((a|a)*))*),18,2
(((b|b)((a|b)*))*),18,2
(((b|b)((b|a)*))*),18,2
(((b|b)((b|b)*))*),5,1
(((b|(a|(a|a)))a)*),22,2
(((b|(a|(a|a)))b)*),22,2
(((b|(a|(a|b)))a)*),22,2
(((b|(a|(a|b)))b)*),22,2
(((b|(a|(b|a)))a)*),22,2
(((b|(a|(b|a)))b)*),22,2
(((b|(a|(b|b)))a)*),22,2
(((b|(a|(b|b)))b)*),22,2
(((b|(b|(a|a)))a)*),22,2
(((b|(b|(a|a)))b)*),22,2
(((b|(b|(a|b)))a)*),22,2
(((b|(b|(a|b)))b)*),22,2
(((b|(b|(b|a)))a)*),22,2
(((b|(b|(b|a)))b)*),22,2
(((b|(a*))(a*))*),3,1
(((b|(a*))(b*))*),3,1
(((b|(b*))(a*))*),3,1
(((b|(b*))(b*))*),5,1
((a(a|(a|(a|a))))*),18,2
((a(a|(a|(a|b))))*),18,2
((a(a|(a|(b|a))))*),18,2
((a(a|(a|(b|b))))*),18,2
((a(a|(b|(a|a))))*),18,2
((a(a|(b|(a|b))))*),18,2
((a(a|(b|(b|a))))*),18,2
((a(a|(b|(b|b))))*),18,2
((a(b|(a|(a|a))))*),18,2
((a(b|(a|(a|b))))*),18,2
((a(b|(a|(b|a))))*),18,2
((a(b|(a|(b|b))))*),18,2
((a(b|(b|(a|a))))*),18,2
((a(b|(b|(a|b))))*),18,2
((a(b|(b|(b|a))))*),18,2
((a(b|(b|(b|b))))*),18,2
((a((a|(a*))*))*),5,1
((((a|a)*)(a|a))*),5,1
((((a|a)*)(a|b))*),3,1
((((a|a)*)(b|a))*),3,1
((((a|a)*)(b|b))*),5,1
((((a|b)*)(a|a))*),5,1
((((a|b)*)(a|b))*),3,1
((((a|b)*)(b|a))*),3,1
((((a|b)*)(b|b))*),5,1
((((a|(a|a))*)(a*))*),5,1
((((a|(a|a))*)(b*))*),3,1
((((a|(a|b))*)(a*))*),3,1
((((a|(a|b))*)(b*))*),3,1
((((a|(b|a))*)(a*))*),3,1
((((a|(b|a))*)(b*))*),3,1
((((a|(b|b))*)(a*))*),3,1
((((a|(b|b))*)(b*))*),3,1
((((b|a)*)(a|a))*),5,1
((((b|a)*)(a|b))*),3,1
((((b|a)*)(b|a))*),3,1
((((b|a)*)(b|b))*),5,1
((((b|b)*)(a|a))*),5,1
((((b|b)*)(a|b))*),3,1
((((b|b)*)(b|a))*),3,1
((((b|b)*)(b|b))*),5,1
((((b|(a|a))*)(a*))*),3,1
((((b|(a|a))*)(b*))*),3,1
((((b|(a|b))*)(a*))*),3,1
((((b|(a|b))*)(b*))*),3,1
((((b|(b|a))*)(a*))*),3,1
((((b|(b|a))*)(b*))*),3,1
((((b|(b|b))*)(a*))*),3,1
((((b|(b|b))*)(b*))*),5,1
(((((a*)|(a*))*)(a*))*),5,1
(((((a*)|(a*))*)(b*))*),3,1
(((((a*)|(b*))*)(a*))*),3,1
(((((a*)|(b*))*)(b*))*),3,1
(((((b*)|(a*))*)(a*))*),3,1
(((((b*)|(a*))*)(b*))*),3,1
(((((b*)|(b*))*)(a*))*),3,1
(((((b*)|(b*))*)(b*))*),5,1
(((a*)(a|(a*)))*),5,1
(((a*)(a|(b*)))*),3,1
(((a*)(b|(a*)))*),3,1
(((a*)(b|(b*)))*),3,1
(((a*)((a|(a|a))*))*),5,1
(((a*)((a|(a|b))*))*),3,1
(((a*)((a|(b|a))*))*),3,1
(((a*)((a|(b|b))*))*),3,1
(((a*)((b|(a|a))*))*),3,1
(((a*)((b|(a|b))*))*),3,1
(((a*)((b|(b|a))*))*),3,1
(((a*)((b|(b|b))*))*),3,1
(((a*)(((a*)|(a*))*))*),5,1
(((a*)(((a*)|(b*))*))*),3,1
(((a*)(((b*)|(a*))*))*),3,1
(((a*)(((b*)|(b*))*))*),3,1
(((a*)((a(a*))*))*),5,1
(((a*)((a(b*))*))*),18,2
(((a*)((b(a*))*))*),3,1
(((a*)((b(b*))*))*),3,1
(((a*)(((a*)a)*))*),5,1
(((a*)(((a*)b)*))*),3,1
(((a*)(((b*)a)*))*),5,1
(((a*)(((b*)b)*))*),3,1
(((b*)(a|(a*)))*),3,1
(((b*)(a|(b*)))*),3,1
(((b*)(b|(a*)))*),3,1
(((b*)(b|(b*)))*),5,1
(((b*)((a|(a|a))*))*),3,1
(((b*)((a|(a|b))*))*),3,1
(((b*)((a|(b|a))*))*),3,1
(((b*)((a|(b|b))*))*),3,1
(((b*)((b|(a|a))*))*),3,1
(((b*)((b|(a|b))*))*),3,1
(((b*)((b|(b|a))*))*),3,1
(((b*)((b|(b|b))*))*),5,1
(((b*)(((a*)|(a*))*))*),3,1
(((b*)(((a*)|(b*))*))*),3,1
(((b*)(((b*)|(a*))*))*),3,1
(((b*)(((b*)|(b*))*))*),5,1
(((b*)((a(a*))*))*),3,1
(((b*)((a(b*))*))*),3,1
(((b*)((b(a*))*))*),18,2
(((b*)((b(b*))*))*),5,1
(((b*)(((a*)a)*))*),3,1
(((b*)(((a*)b)*))*),5,1
(((b*)(((b*)a)*))*),3,1
(((b*)(((b*)b)*))*),5,1
((((a(a*))*)(a*))*),5,1
((((a(a*))*)(b*))*),3,1
((((a(b*))*)(a*))*),30,2
((((a(b*))*)(b*))*),3,1
((((b(a*))*)(a*))*),3,1
((((b(a*))*)(b*))*),26,2
((((b(b*))*)(a*))*),3,1
((((b(b*))*)(b*))*),5,1
(((((a*)a)*)(a*))*),5,1
(((((a*)a)*)(b*))*),3,1
(((((a*)b)*)(a*))*),3,1
(((((a*)b)*)(b*))*),5,1
(((((b*)a)*)(a*))*),5,1
(((((b*)a)*)(b*))*),3,1
(((((b*)b)*)(a*))*),3,1
(((((b*)b)*)(b*))*),5,1
(((a|a)(a(a*)))*),22,2
(((a|a)(a(b*)))*),39,3
(((a|a)(b(a*)))*),39,3
(((a|a)(b(b*)))*),22,2
(((a|a)((a*)a))*),22,2
(((a|a)((a*)b))*),18,2
(((a|a)((b*)a))*),18,2
(((a|a)((b*)b))*),22,2
(((a|b)(a(a*)))*),22,2
(((a|b)(a(b*)))*),39,2
